,Date,Open,High,Low,Close,Adj Close,Volume,gainORloss
0,2018-04-09,52.98,54.98,52.799999,53.02,50.649727,11143500,0.0
1,2018-04-10,54.610001000000004,55.259997999999996,53.799999,54.799999,52.350147,10495400,1.9675182658306252
2,2018-04-11,54.490002000000004,55.91,54.349998,54.950001,52.493446,9364800,1.9972702093308423
3,2018-04-12,55.299999,56.669998,55.16,56.43,53.907288,9133700,1.9737728335991493
4,2018-04-13,56.880001,57.060001,55.689999,56.07,53.563377,6786400,2.0064205457463884
5,2018-04-16,56.439999,57.240002000000004,56.18,56.869999,54.32761,7982800,1.9859328465963222
6,2018-04-17,57.200001,58.400002,57.169998,57.860001000000004,55.27335,9833000,1.9828896995698289
7,2018-04-18,56.0,56.400002,54.57,54.73,52.283283000000004,18705500,2.0571898593093367
8,2018-04-19,53.68,54.18,50.799999,51.189999,48.901534999999996,24443500,2.069154152552337
9,2018-04-20,51.080002,52.040001000000004,50.68,51.09,48.806011,16258000,2.001957310628303
10,2018-04-23,51.529999,51.740002000000004,49.93,50.18,47.936690999999996,12427900,2.018134715025907
11,2018-04-24,50.709998999999996,51.049999,48.18,48.720001,46.541958,16358900,2.0299671381369633
12,2018-04-25,48.759997999999996,49.470001,47.740002000000004,49.139998999999996,46.94318,13284600,1.9914530319791013
13,2018-04-26,50.009997999999996,50.66,49.549999,50.490002000000004,48.232834000000004,12701500,1.973261973726996
14,2018-04-27,51.040001000000004,51.389998999999996,49.240002000000004,49.400002,47.191563,11514300,2.0220647764346245
15,2018-04-30,49.52,49.950001,49.169998,49.669998,47.449482,12695000,1.9945642035258386
16,2018-05-01,49.740002000000004,50.950001,49.509997999999996,50.91,48.634048,10935500,1.975643252799057
17,2018-05-02,50.66,51.279999,50.369999,50.529999,48.271046000000005,10285000,2.0075203049182724
18,2018-05-03,50.27,50.91,49.880001,50.709998999999996,48.442989000000004,11661500,1.9964504041895168
19,2018-05-04,50.389998999999996,52.689999,50.18,52.560001,50.210297,12523300,1.9648020935159418
20,2018-05-07,52.740002000000004,52.900002,52.150002,52.59,50.238956,10071100,1.9994295683590035
21,2018-05-08,52.700001,53.490002000000004,52.599998,53.450001,51.060505,13492900,1.9839101780372277
22,2018-05-09,53.529999,54.169998,53.259997999999996,54.130001,51.710102,9581400,1.9874376503336848
23,2018-05-10,54.529999,55.619999,54.32,55.529999,53.047516,9880400,1.9747884382277767
24,2018-05-11,55.43,55.889998999999996,54.549999,54.84,52.388366999999995,10897300,2.012582038657914
25,2018-05-14,55.830002,56.939999,55.23,55.259997999999996,52.789584999999995,12333800,1.9923996016069347
26,2018-05-15,54.75,54.869999,53.48,54.09,51.671898,12837300,2.0216305786651874
27,2018-05-16,54.5,55.459998999999996,54.459998999999996,55.169998,52.703613,10166700,1.980424179098212
28,2018-05-17,54.68,54.98,53.459998999999996,53.959998999999996,51.547709999999995,20101000,2.0224239996742774
29,2018-05-18,50.290001000000004,50.459998999999996,48.529999,49.509997999999996,47.296646,51042200,2.089880855983876
30,2018-05-21,50.709998999999996,51.369999,49.369999,50.0,47.76474,20898900,1.99019996
31,2018-05-22,50.610001000000004,51.330002,50.0,50.25,48.003563,15094000,1.9950248756218905
32,2018-05-23,49.810001,50.799999,49.73,50.34,48.281704,15595400,1.9982121573301548
33,2018-05-24,50.59,50.91,49.860001000000004,50.77,48.694122,10442000,1.9915304313571007
34,2018-05-25,50.73,51.330002,50.400002,50.849998,48.770851,12202900,1.9984267845988906
35,2018-05-29,51.099998,52.25,51.040001000000004,52.02,49.893009,16094900,1.97750861207228
36,2018-05-30,52.380001,52.490002000000004,51.450001,51.59,49.480595,13439600,2.0083349486334563
37,2018-05-31,51.310001,51.610001000000004,50.619999,50.779999,48.703709,16462700,2.01595118188167
38,2018-06-01,51.299999,52.27,51.110001000000004,52.240002000000004,50.104019,11341200,1.9720520110240425
39,2018-06-04,52.349998,52.470001,51.889998999999996,52.290001000000004,50.151973999999996,9911300,1.9990438133669188
40,2018-06-05,52.709998999999996,53.23,52.32,52.91,50.74662,13547100,1.9882820071820073
41,2018-06-06,52.93,52.93,52.110001000000004,52.529999,50.38216,10027100,2.007233980720236
42,2018-06-07,51.610001000000004,51.82,50.400002,51.25,49.154491,16869000,2.0249755902439026
43,2018-06-08,50.41,51.220001,50.23,51.150002,49.05859,9954400,2.0019549950359727
44,2018-06-11,51.200001,51.220001,49.560001,49.889998999999996,47.850101,18725500,2.0252556228754384
45,2018-06-12,50.07,50.880001,49.830002,50.860001000000004,48.780440999999996,17236800,1.9809279988020447
46,2018-06-13,50.299999,51.59,50.25,50.98,48.895534999999995,17174100,1.9976461553550413
47,2018-06-14,50.990002000000004,51.040001000000004,49.619999,49.689999,47.658276,16482500,2.0259609785864554
48,2018-06-15,49.16,49.700001,48.759997999999996,49.310001,47.293816,23243800,2.0077063068808294
49,2018-06-18,48.880001,49.0,48.150002,48.32,46.344296,13780900,2.0204884312913904
50,2018-06-19,47.560001,48.810001,47.200001,48.549999,46.564896000000005,13586400,1.9952626363596837
51,2018-06-20,48.75,48.98,48.139998999999996,48.580002,46.593662,9735900,1.9993824001901028
52,2018-06-21,49.59,49.790001000000004,48.66,48.990002000000004,46.9869,13209300,1.9916309454324987
53,2018-06-22,49.400002,49.400002,47.73,47.959998999999996,45.99902,13200500,2.0214762931917494
54,2018-06-25,47.0,47.330002,46.080002,46.709998999999996,44.800121000000004,14442800,2.026760865484069
55,2018-06-26,47.16,47.299999,46.560001,46.669998,44.761765000000004,14748300,2.000857103100797
56,2018-06-27,46.919998,47.189999,45.200001,45.25,43.399822,14900200,2.031381171270718
57,2018-06-28,44.959998999999996,45.490002000000004,44.57,45.290001000000004,43.438187,13760400,1.999116780765803
58,2018-06-29,45.73,46.82,45.689999,46.189999,44.301392,15112200,1.9805153059215266
59,2018-07-02,45.099998,45.709998999999996,44.919998,45.68,43.812244,11042900,2.011164601576182
60,2018-07-03,45.759997999999996,45.880001,44.740002000000004,44.799999,42.96822,7538500,2.019642879902743
61,2018-07-05,45.41,45.68,44.990002000000004,45.439999,43.582054,8950700,1.9859154926477882
62,2018-07-06,45.459998999999996,46.220001,44.889998999999996,46.130001,44.243843,11467600,1.9850422288089695
63,2018-07-09,46.259997999999996,46.650002,45.52,46.52,44.617893,9727700,1.9916165305245055
64,2018-07-10,46.529999,46.919998,46.259997999999996,46.740002000000004,44.828907,8802000,1.9952930682373529
65,2018-07-11,46.049999,46.220001,44.98,45.200001,43.351864,13333000,2.0340708178302918
66,2018-07-12,45.34,45.889998999999996,45.34,45.68,43.812244,9735400,1.9894921409807353
67,2018-07-13,45.59,46.23,45.5,46.130001,44.243843,6349000,1.9902449384295482
68,2018-07-16,46.040001000000004,46.66,45.959998999999996,46.310001,44.416484999999994,7228500,1.9961131505913807
69,2018-07-17,45.950001,47.459998999999996,45.950001,47.299999,45.366001000000004,9692800,1.9790698092826597
70,2018-07-18,48.970001,49.150002,47.84,48.279999,46.305927000000004,15309300,1.979701739430442
71,2018-07-19,47.709998999999996,48.0,46.560001,46.669998,44.761765000000004,11481100,2.0344975587956955
72,2018-07-20,46.669998,47.099998,46.209998999999996,46.759997999999996,44.848083,7792500,1.9980752779330742
73,2018-07-23,46.299999,46.540001000000004,45.43,46.43,44.53157,7364300,2.0071074305405987
74,2018-07-24,46.610001000000004,47.27,45.830002,45.91,44.032833000000004,10903300,2.011326508385973
75,2018-07-25,45.790001000000004,46.07,45.130001,45.959998999999996,44.080795,9276400,1.9989121192104464
76,2018-07-26,46.0,47.310001,45.970001,47.169998,45.241318,11637500,1.9743481227198696
77,2018-07-27,48.630001,49.48,47.880001,48.299999,46.325115000000004,17601100,1.9766045336771128
78,2018-07-30,48.279999,48.43,47.610001000000004,47.91,45.951060999999996,9305400,2.008140242120643
79,2018-07-31,48.360001000000004,49.060001,48.16,48.630001,46.641624,10816400,1.9851943042320725
80,2018-08-01,48.889998999999996,48.970001,47.77,47.970001,46.008606,8326600,2.013758598837636
81,2018-08-02,47.389998999999996,48.830002,47.110001000000004,48.110001000000004,46.142883000000005,9371700,1.9970900021390563
82,2018-08-03,48.189999,48.860001000000004,47.849998,48.84,46.843033,7032700,1.9850532555282556
83,2018-08-06,49.080002,49.790001000000004,48.900002,49.48,47.456871,8555000,1.9870654810024253
84,2018-08-07,49.790001000000004,49.970001,49.080002,49.630001,47.600731,7530600,1.99697761440706
85,2018-08-08,49.599998,50.389998999999996,49.450001,50.18,48.128246000000004,8458800,1.9890394778796334
86,2018-08-09,48.959998999999996,49.580002,48.16,49.16,47.149952,9514900,2.0207485760781125
87,2018-08-10,48.18,48.66,47.91,48.130001,46.162071000000005,8088800,2.0214003527654194
88,2018-08-13,48.060001,48.599998,47.66,48.25,46.277161,6436600,1.997512974093264
89,2018-08-14,48.419998,48.889998999999996,48.23,48.380001,46.401844,6879800,1.99731291861693
90,2018-08-15,47.849998,48.099998,47.169998,47.509997999999996,45.567413,10296200,2.018311998245085
91,2018-08-16,47.990002000000004,48.23,47.150002,47.43,45.490691999999996,13733100,2.0016866540164453
92,2018-08-17,44.77,44.82,42.619999,43.77,41.980339,52584200,2.0836189170664836
93,2018-08-20,43.799999,44.150002,43.02,43.529999,41.750141,15056100,2.0055134621069026
94,2018-08-21,43.34,44.23,42.849998,43.759997999999996,41.970741,15570800,1.9947440811126183
95,2018-08-22,43.52,43.549999,42.970001,42.990002000000004,41.421539,11214300,2.0179110482479157
96,2018-08-23,42.810001,43.299999,42.650002,42.790001000000004,41.228836,9504400,2.00467401251054
97,2018-08-24,42.84,43.060001,42.52,42.73,41.171028,8294700,2.0014041890943135
98,2018-08-27,42.959998999999996,44.200001,42.75,43.75,42.153812,12581300,1.9766857142857142
99,2018-08-28,43.23,43.639998999999996,42.950001,43.400002,41.816582000000004,13190500,2.0080644696744483
100,2018-08-29,43.310001,43.380001,42.860001000000004,43.099998,41.527522999999995,14226400,2.0069606499749724
101,2018-08-30,42.900002,43.5,42.889998999999996,43.139998999999996,41.566074,10122300,1.9990727630754002
102,2018-08-31,43.119999,43.299999,42.830002,43.02,41.450447,9982200,2.0027893770339373
103,2018-09-04,42.84,43.0,42.049999,42.619999,41.065041,15147400,2.0093852888171115
104,2018-09-05,42.299999,42.580002,41.919998,42.5,40.949417,15022100,2.002823505882353
105,2018-09-06,41.98,42.200001,40.240002000000004,40.27,38.800777000000004,22590500,2.0553762105785944
106,2018-09-07,40.0,40.400002,39.630001,39.849998,38.396107,11910100,2.0105395739292136
107,2018-09-10,40.099998,40.279999,39.400002,39.599998,38.15522,15560700,2.0063131316319764
108,2018-09-11,39.139998999999996,39.459998999999996,38.509997999999996,39.18,37.750541999999996,14716700,2.010719703930577
109,2018-09-12,38.130001,38.759997999999996,37.389998999999996,38.389998999999996,36.989365,17214800,2.020578302177085
110,2018-09-13,38.779999,39.150002,38.619999,38.889998999999996,37.471119,13402900,1.9871432241487073
111,2018-09-14,38.91,39.580002,38.880001,39.099998,37.673458000000004,10359200,1.9946291813109553
112,2018-09-17,38.950001,39.169998,38.639998999999996,38.700001,37.288059000000004,10794500,2.010335839526206
113,2018-09-18,38.849998,39.43,38.77,39.189999,37.760178,9846200,1.987496861125207
114,2018-09-19,39.389998999999996,39.470001,38.849998,39.040001000000004,37.615654,8213400,2.00384216178683
115,2018-09-20,39.279999,39.84,39.18,39.389998999999996,37.952884999999995,12464200,1.9911145466137232
116,2018-09-21,39.330002,39.959998999999996,39.150002,39.630001,38.184132,20729500,1.9939439315179426
117,2018-09-24,39.240002000000004,39.5,38.860001000000004,39.099998,37.673458000000004,10678400,2.0135550646319724
118,2018-09-25,39.150002,39.23,38.509997999999996,38.580002,37.17244,9222500,2.013478381882925
119,2018-09-26,38.099998,38.869999,38.080002,38.259997999999996,36.864113,10927600,2.0083639314356474
120,2018-09-27,38.310001,38.740002000000004,38.07,38.349998,36.950825,7146400,1.9976531941409748
121,2018-09-28,38.27,39.34,38.119999,38.650002,37.239887,11751200,1.9922379305439621
122,2018-10-01,38.5,38.77,38.049999,38.34,36.941193,10337000,2.0080856025039124
